N-gram,Count,Book
to him,138,40
said to,90,40
to them,90,40
shall be,84,40
I say,60,40
the heavens,55,40
say to,52,40
Son of,48,40
says to,48,40
And he,47,40
to you,45,40
And Jesus,44,40
came to,44,40
from the,43,40
unto you,43,40
answering said,41,40
the kingdom,40,40
kingdom of,39,40
say unto,38,40
and he,36,40
the Son,36,40
and they,35,40
it is,35,40
him and,34,40
And when,33,40
his disciples,33,40
of man,32,40
I will,31,40
But he,27,40
he said,27,40
to his,27,40
of God,26,40
the crowds,26,40
the disciples,26,40
And they,25,40
and ye,25,40
to thee,25,40
come to,24,40
ye shall,24,40
And having,23,40
Verily I,23,40
he that,23,40
is in,23,40
so that,23,40
and said,22,40
one of,22,40
that they,22,40
the earth,22,40
who is,22,40
you that,22,40
him saying,21,40
is the,21,40
upon the,21,40
all the,20,40
for the,20,40
him to,20,40
is not,20,40
that is,20,40
the temple,20,40
ye have,20,40
I have,19,40
Jesus said,19,40
a man,19,40
and his,19,40
do not,19,40
he was,19,40
that he,19,40
the Pharisees,19,40
these things,19,40
they shall,19,40
whosoever shall,19,40
Father who,18,40
and having,18,40
and shall,18,40
chief priests,18,40
he answering,18,40
it to,18,40
the Lord,18,40
the chief,18,40
them and,18,40
when the,18,40
But Jesus,17,40
came and,17,40
of his,17,40
of them,17,40
shall not,17,40
the house,17,40
the sea,17,40
went away,17,40
for they,16,40
he shall,16,40
him that,16,40
when they,16,40
with him,16,40
I am,15,40
has been,15,40
he went,15,40
it shall,15,40
not be,15,40
scribes and,15,40
they were,15,40
up to,15,40
But I,14,40
Thou shalt,14,40
and cast,14,40
cast out,14,40
followed him,14,40
for a,14,40
having heard,14,40
he says,14,40
he who,14,40
priests and,14,40
that I,14,40
the nations,14,40
the prophet,14,40
the way,14,40
when he,14,40
But when,13,40
have not,13,40
he had,13,40
he will,13,40
in his,13,40
mother and,13,40
my Father,13,40
of him,13,40
the whole,13,40
them to,13,40
this is,13,40
those who,13,40
to me,13,40
to pass,13,40
up and,13,40
which is,13,40
It is,12,40
Jesus answering,12,40
Jesus says,12,40
Then he,12,40
as they,12,40
at the,12,40
did not,12,40
he is,12,40
his brother,12,40
let him,12,40
of it,12,40
the other,12,40
the prophets,12,40
will be,12,40
And his,11,40
And if,11,40
He that,11,40
all these,11,40
disciples came,11,40
enter into,11,40
had been,11,40
hand and,11,40
him they,11,40
his wife,11,40
it and,11,40
little child,11,40
sons of,11,40
that had,11,40
that it,11,40
that ye,11,40
the crowd,11,40
the first,11,40
to those,11,40
was spoken,11,40
went out,11,40
what is,11,40
which was,11,40
ye not,11,40
And behold,10,40
Jesus having,10,40
They say,10,40
a great,10,40
able to,10,40
account of,10,40
all that,10,40
and went,10,40
any one,10,40
be fulfilled,10,40
cast into,10,40
having taken,10,40
heavens is,10,40
him a,10,40
him the,10,40
in no,10,40
me and,10,40
no wise,10,40
of men,10,40
of your,10,40
prophet saying,10,40
right hand,10,40
that has,10,40
the Christ,10,40
the elders,10,40
the people,10,40
the word,10,40
them saying,10,40
they had,10,40
thou hast,10,40
to go,10,40
with them,10,40
you and,10,40
your Father,10,40
But if,9,40
Jesus had,9,40
Then the,9,40
all things,9,40
and I,9,40
and Pharisees,9,40
and all,9,40
and not,9,40
and one,9,40
and saying,9,40
and says,9,40
as he,9,40
away and,9,40
be given,9,40
be not,9,40
brought to,9,40
but whosoever,9,40
coming to,9,40
every one,9,40
for I,9,40
for my,9,40
for ye,9,40
heard that,9,40
heaven and,9,40
him up,9,40
his lord,9,40
if ye,9,40
is like,9,40
like a,9,40
man is,9,40
may be,9,40
of David,9,40
of these,9,40
saying Lord,9,40
shalt not,9,40
taken place,9,40
the field,9,40
the governor,9,40
the king,9,40
the sons,9,40
then shall,9,40
there shall,9,40
they went,9,40
those that,9,40
thou art,9,40
through the,9,40
to Jesus,9,40
to give,9,40
was a,9,40
was come,9,40
when Jesus,9,40
will not,9,40
with me,9,40
And Peter,8,40
But they,8,40
For this,8,40
I also,8,40
I do,8,40
Woe to,8,40
and came,8,40
and did,8,40
and it,8,40
and then,8,40
and there,8,40
and when,8,40
are the,8,40
be called,8,40
because of,8,40
because they,8,40
before the,8,40
child and,8,40
delivered up,8,40
do ye,8,40
does not,8,40
for thee,8,40
fulfilled which,8,40
given to,8,40
gone out,8,40
in heaven,8,40
in their,8,40
is he,8,40
is written,8,40
it was,8,40
know that,8,40
more than,8,40
no one,8,40
of Israel,8,40
of power,8,40
of those,8,40
on account,8,40
on his,8,40
one is,8,40
shall say,8,40
spoke to,8,40
spoken through,8,40
that are,8,40
that hour,8,40
the dead,8,40
the little,8,40
the scribes,8,40
the ship,8,40
the things,8,40
the two,8,40
thee to,8,40
they might,8,40
thine eye,8,40
to do,8,40
to us,8,40
until the,8,40
up into,8,40
what ye,8,40
works of,8,40
would not,8,40
God and,7,40
He says,7,40
John the,7,40
Then shall,7,40
This is,7,40
a prophet,7,40
a sign,7,40
among the,7,40
and behold,7,40
and took,7,40
as ye,7,40
be cast,7,40
began to,7,40
come and,7,40
coming up,7,40
delivered him,7,40
from me,7,40
gathered together,7,40
great crowds,7,40
have been,7,40
have heard,7,40
have ye,7,40
having gone,7,40
he saw,7,40
high priest,7,40
him homage,7,40
his hand,7,40
his house,7,40
hypocrites for,7,40
is a,7,40
is my,7,40
it be,7,40
it came,7,40
it said,7,40
land of,7,40
might be,7,40
not having,7,40
not the,7,40
not to,7,40
of my,7,40
of thy,7,40
of you,7,40
possessed by,7,40
put away,7,40
received the,7,40
said I,7,40
saying I,7,40
see the,7,40
shall come,7,40
shall find,7,40
shall in,7,40
should be,7,40
son of,7,40
temple and,7,40
that thou,7,40
the baptist,7,40
the body,7,40
the city,7,40
the day,7,40
the high,7,40
the law,7,40
the man,7,40
the third,7,40
their eyes,7,40
they said,7,40
they should,7,40
they who,7,40
thou shalt,7,40
thy brother,7,40
to drink,7,40
to see,7,40
took the,7,40
verily I,7,40
wedding feast,7,40
weeping and,7,40
who has,7,40
ye should,7,40
ye will,7,40
you in,7,40
And all,6,40
And going,6,40
And immediately,6,40
And it,6,40
Do not,6,40
If thou,6,40
Peter and,6,40
Peter answering,6,40
Pharisees and,6,40
Pharisees hypocrites,6,40
The kingdom,6,40
Then Jesus,6,40
a dream,6,40
also the,6,40
and great,6,40
and lo,6,40
and others,6,40
at table,6,40
away from,6,40
but he,6,40
but if,6,40
cast them,6,40
cried out,6,40
disciples and,6,40
do to,6,40
down and,6,40
entered into,6,40
fell upon,6,40
for all,6,40
for he,6,40
for it,6,40
from him,6,40
gnashing of,6,40
go forth,6,40
going out,6,40
had not,6,40
had received,6,40
had taken,6,40
has not,6,40
having called,6,40
he came,6,40
he healed,6,40
he sent,6,40
heard it,6,40
heavenly Father,6,40
heavens has,6,40
him but,6,40
him in,6,40
him said,6,40
his bondmen,6,40
his garment,6,40
his head,6,40
his mother,6,40
his name,6,40
if he,6,40
in parables,6,40
in secret,6,40
it has,6,40
man shall,6,40
many things,6,40
name of,6,40
not have,6,40
of all,6,40
of heaven,6,40
of teeth,6,40
of their,6,40
of this,6,40
prophets and,6,40
saw the,6,40
saying Have,6,40
shall he,6,40
shall receive,6,40
shall the,6,40
some of,6,40
swears by,6,40
that time,6,40
that were,6,40
that which,6,40
the Jordan,6,40
the altar,6,40
the bridegroom,6,40
the coming,6,40
the darnel,6,40
the days,6,40
the devil,6,40
the gnashing,6,40
the good,6,40
the heart,6,40
the land,6,40
the last,6,40
the mountain,6,40
the mouth,6,40
the name,6,40
the one,6,40
the sabbath,6,40
the son,6,40
the twelve,6,40
the vineyard,6,40
the weeping,6,40
them he,6,40
there was,6,40
they have,6,40
they may,6,40
they that,6,40
they took,6,40
thou wilt,6,40
three days,6,40
to eat,6,40
to men,6,40
to say,6,40
to take,6,40
to thy,6,40
upon a,6,40
we have,6,40
went and,6,40
with you,6,40
ye are,6,40
you scribes,6,40
Behold I,5,40
God of,5,40
Holy Spirit,5,40
I shall,5,40
If therefore,5,40
Is it,5,40
Jerusalem and,5,40
Jesus the,5,40
Jesus was,5,40
Jesus went,5,40
Pharisees having,5,40
Why do,5,40
Ye have,5,40
a denarius,5,40
a word,5,40
and Sadducees,5,40
and immediately,5,40
and its,5,40
and take,5,40
and those,5,40
and thy,5,40
angel of,5,40
away into,5,40
be offended,5,40
been said,5,40
before him,5,40
before men,5,40
before them,5,40
behold a,5,40
behold the,5,40
cast it,5,40
children and,5,40
completion of,5,40
crowds he,5,40
did him,5,40
done it,5,40
drawn nigh,5,40
earth shall,5,40
even the,5,40
father or,5,40
find it,5,40
for your,5,40
forth out,5,40
from that,5,40
from thee,5,40
gave them,5,40
glad tidings,5,40
go away,5,40
good and,5,40
had finished,5,40
has drawn,5,40
have taken,5,40
having been,5,40
he did,5,40
he not,5,40
healed them,5,40
heard of,5,40
him If,5,40
him away,5,40
his angels,5,40
his life,5,40
his own,5,40
house of,5,40
if the,5,40
in prison,5,40
is greater,5,40
it in,5,40
it out,5,40
lawful to,5,40
lord of,5,40
man has,5,40
me in,5,40
me is,5,40
men but,5,40
not been,5,40
not come,5,40
not lawful,5,40
not worthy,5,40
of Galilee,5,40
of Jesus,5,40
of John,5,40
of Zebedee,5,40
of silver,5,40
of thee,5,40
on board,5,40
on my,5,40
one and,5,40
one that,5,40
one who,5,40
out demons,5,40
pass when,5,40
pieces of,5,40
place in,5,40
said He,5,40
sat down,5,40
saying The,5,40
saying What,5,40
sea and,5,40
shall I,5,40
shall see,5,40
should say,5,40
swear by,5,40
synagogues and,5,40
taxgatherers and,5,40
that day,5,40
that might,5,40
the Holy,5,40
the Jews,5,40
the Spirit,5,40
the age,5,40
the completion,5,40
the country,5,40
the end,5,40
the five,5,40
the great,5,40
the heaven,5,40
the judgment,5,40
the lord,5,40
the time,5,40
the wedding,5,40
the wilderness,5,40
the world,5,40
thee that,5,40
them for,5,40
them in,5,40
they are,5,40
they brought,5,40
they saw,5,40
they say,5,40
those days,5,40
thy Father,5,40
thy right,5,40
to come,5,40
to death,5,40
to it,5,40
to one,5,40
to this,5,40
up the,5,40
upon his,5,40
upon it,5,40
way of,5,40
went forth,5,40
were astonished,5,40
what was,5,40
when ye,5,40
who are,5,40
who hears,5,40
who shall,5,40
will give,5,40
will have,5,40
with Jesus,5,40
with his,5,40
word and,5,40
worthy of,5,40
ye also,5,40
ye know,5,40
ye say,5,40
