N-gram,Count,Book
And he said to,56,42
he said to them,45,42
it came to pass,41,42
And it came to,39,42
the kingdom of God,29,42
I say to you,21,42
the Son of man,20,42
I say unto you,19,42
came to pass as,19,42
he said to him,16,42
say unto you that,12,42
And Jesus said to,11,42
the chief priests and,11,42
Jesus said to him,10,42
to pass as he,10,42
And Jesus answering said,8,42
answering said to them,8,42
came to pass on,8,42
said to them Why,8,42
chief priests and the,7,42
in the midst of,7,42
Jesus answering said to,6,42
into the house of,6,42
kingdom of God is,6,42
pass as he was,6,42
to pass as they,6,42
with a loud voice,6,42
And they said to,5,42
a parable to them,5,42
and said to him,5,42
and there was a,5,42
answering said to him,5,42
doctors of the law,5,42
he answering said to,5,42
he said to his,5,42
he said to the,5,42
in the days of,5,42
in the kingdom of,5,42
of the kingdom of,5,42
priests and the scribes,5,42
said to him Lord,5,42
said to his disciples,5,42
said to them I,5,42
the word of God,5,42
they said to him,5,42
