N-gram,Count,Book
the king,160,10
said to,116,10
all the,91,10
son of,86,10
the son,84,10
the people,78,10
to him,59,10
and he,56,10
and all,51,10
of Israel,51,10
the house,49,10
The king,47,10
came to,46,10
house of,43,10
I will,42,10
to David,40,10
and they,39,10
and said,38,10
my lord,38,10
him and,37,10
of Saul,37,10
men of,36,10
with him,36,10
from the,35,10
king said,35,10
the men,35,10
your servant,35,10
David and,33,10
of Yahweh,33,10
to his,33,10
over the,32,10
David said,31,10
the kings,31,10
lord the,30,10
of his,30,10
children of,29,10
the city,29,10
Israel and,27,10
the children,27,10
for the,26,10
of David,26,10
the Philistines,26,10
to you,26,10
I have,25,10
the hand,24,10
to me,24,10
who were,24,10
hand of,23,10
king and,23,10
that I,23,10
this day,23,10
It happened,22,10
Joab and,22,10
and his,21,10
of Judah,21,10
that he,21,10
and I,20,10
come to,20,10
house and,20,10
of God,20,10
that you,20,10
with you,20,10
Saul and,19,10
ark of,19,10
his servants,19,10
the ark,19,10
all Israel,18,10
and went,18,10
at the,18,10
he had,18,10
his house,18,10
in his,18,10
of your,18,10
on his,18,10
you have,18,10
you shall,18,10
he was,17,10
of Ammon,17,10
shall be,17,10
to your,17,10
He said,16,10
Then said,16,10
against the,16,10
and David,16,10
me and,16,10
servants of,16,10
the Jordan,16,10
to all,16,10
all his,15,10
of all,15,10
of my,15,10
the Syrians,15,10
the earth,15,10
those who,15,10
to Joab,15,10
it and,14,10
king David,14,10
men and,14,10
my son,14,10
people who,14,10
sons of,14,10
the servants,14,10
to Jerusalem,14,10
were with,14,10
you and,14,10
David sent,13,10
I am,13,10
I may,13,10
and brought,13,10
and came,13,10
he went,13,10
his head,13,10
king to,13,10
man who,13,10
of Zeruiah,13,10
the child,13,10
the day,13,10
the host,13,10
the land,13,10
they were,13,10
took the,13,10
went out,13,10
a man,12,10
arose and,12,10
his own,12,10
his son,12,10
in Hebron,12,10
is dead,12,10
it was,12,10
king over,12,10
one of,12,10
that day,12,10
that they,12,10
the sword,12,10
the young,12,10
to Yahweh,12,10
to her,12,10
to my,12,10
was a,12,10
went up,12,10
when he,12,10
Now therefore,11,10
When the,11,10
Yahweh has,11,10
all that,11,10
and it,11,10
and my,11,10
and there,11,10
and your,11,10
before the,11,10
daughter of,11,10
even to,11,10
for you,11,10
had a,11,10
he said,11,10
in your,11,10
over Israel,11,10
so that,11,10
the daughter,11,10
went to,11,10
you to,11,10
Abner and,10,10
David had,10,10
David was,10,10
Please let,10,10
Yahweh and,10,10
a great,10,10
and killed,10,10
and took,10,10
as he,10,10
because he,10,10
before Yahweh,10,10
but he,10,10
city and,10,10
day that,10,10
for his,10,10
king of,10,10
men who,10,10
name was,10,10
said I,10,10
that David,10,10
the gate,10,10
the ground,10,10
the man,10,10
to Absalom,10,10
to meet,10,10
who is,10,10
would not,10,10
you are,10,10
young man,10,10
David saying,9,10
Then David,9,10
Then the,9,10
and Jonathan,9,10
and Yahweh,9,10
and told,9,10
are the,9,10
down to,9,10
his brother,9,10
in Israel,9,10
kings sons,9,10
let him,9,10
mighty men,9,10
passed over,9,10
saw that,9,10
shall not,9,10
struck him,9,10
the battle,9,10
the mighty,9,10
the woman,9,10
them and,9,10
this thing,9,10
thousand men,9,10
to do,9,10
was come,9,10
went and,9,10
who are,9,10
whose name,9,10
will I,9,10
will not,9,10
with his,9,10
your father,9,10
All the,8,10
It was,8,10
Joab said,8,10
Sheba the,8,10
The woman,8,10
Uriah the,8,10
a house,8,10
according to,8,10
after him,8,10
and have,8,10
and over,8,10
and she,8,10
and struck,8,10
any more,8,10
came into,8,10
every man,8,10
have you,8,10
he is,8,10
he would,8,10
head and,8,10
him in,8,10
his hand,8,10
in peace,8,10
is a,8,10
killed him,8,10
midst of,8,10
of Benjamin,8,10
of Bichri,8,10
of Joab,8,10
servants to,8,10
shall I,8,10
sons and,8,10
spoke to,8,10
that was,8,10
the Hittite,8,10
the field,8,10
the midst,8,10
the way,8,10
there was,8,10
they went,8,10
to eat,8,10
went in,8,10
which is,8,10
will be,8,10
with me,8,10
you will,8,10
young men,8,10
your servants,8,10
Behold the,7,10
David took,7,10
David went,7,10
He answered,7,10
Hebron and,7,10
Jonathan his,7,10
You have,7,10
You shall,7,10
and did,7,10
and for,7,10
and will,7,10
are you,7,10
before you,7,10
came out,7,10
counsel of,7,10
for he,7,10
for me,7,10
from following,7,10
go with,7,10
happened after,7,10
he came,7,10
he died,7,10
her and,7,10
him a,7,10
him to,7,10
his men,7,10
his servant,7,10
lifted up,7,10
man of,7,10
my people,7,10
not be,7,10
of Ahithophel,7,10
of it,7,10
of them,7,10
people of,7,10
put to,7,10
returned to,7,10
sent and,7,10
sent messengers,7,10
son and,7,10
struck the,7,10
than the,7,10
that Yahweh,7,10
the head,7,10
the sons,7,10
the tribes,7,10
the wall,7,10
them in,7,10
they came,7,10
to bring,7,10
to them,7,10
told David,7,10
tribes of,7,10
up the,7,10
went down,7,10
went over,7,10
who had,7,10
who was,7,10
Abner the,6,10
Absalom and,6,10
David to,6,10
God and,6,10
Joab the,6,10
Lord Yahweh,6,10
Philistines and,6,10
So David,6,10
So Joab,6,10
When David,6,10
Why have,6,10
after this,6,10
among the,6,10
and Abishai,6,10
and lay,6,10
and let,6,10
and twenty,6,10
and wept,6,10
and when,6,10
and you,6,10
before him,6,10
blood of,6,10
bones of,6,10
born to,6,10
called to,6,10
came and,6,10
cities of,6,10
city of,6,10
day of,6,10
elders of,6,10
end of,6,10
father and,6,10
for I,6,10
from my,6,10
go up,6,10
have done,6,10
he didnt,6,10
head of,6,10
him with,6,10
his face,6,10
his father,6,10
his feet,6,10
hold of,6,10
host of,6,10
in Jerusalem,6,10
is in,6,10
it is,6,10
kindness to,6,10
king went,6,10
let me,6,10
lived in,6,10
name of,6,10
of Ishbosheth,6,10
of Ner,6,10
of Zobah,6,10
of their,6,10
on him,6,10
on them,6,10
own house,6,10
people Israel,6,10
people and,6,10
said Is,6,10
sent to,6,10
the Cushite,6,10
the bones,6,10
the first,6,10
the morning,6,10
the name,6,10
the one,6,10
the other,6,10
the three,6,10
the threshing,6,10
the trumpet,6,10
the wilderness,6,10
this that,6,10
to Hebron,6,10
to death,6,10
told him,6,10
up to,6,10
was dead,6,10
way of,6,10
when the,6,10
which he,6,10
who has,6,10
woman said,6,10
word of,6,10
words of,6,10
you go,6,10
you the,6,10
your hand,6,10
your handmaid,6,10
your masters,6,10
your own,6,10
Abishai and,5,10
Abishai the,5,10
Ammon and,5,10
Amnon said,5,10
Behold I,5,10
For you,5,10
God do,5,10
God of,5,10
I do,5,10
I should,5,10
Israel to,5,10
Joab sent,5,10
Jonathan the,5,10
Jordan and,5,10
O king,5,10
Sauls son,5,10
So the,5,10
The men,5,10
When they,5,10
Yahweh had,5,10
Yahweh lives,5,10
Yahweh of,5,10
Yahweh was,5,10
Yahweh will,5,10
Yahweh your,5,10
Zadok and,5,10
Ziba said,5,10
against you,5,10
also and,5,10
am I,5,10
and Abiathar,5,10
and behold,5,10
and put,5,10
and take,5,10
are with,5,10
as one,5,10
away and,5,10
captain of,5,10
captains of,5,10
child was,5,10
come and,5,10
cut off,5,10
did obeisance,5,10
did you,5,10
earth and,5,10
eat bread,5,10
face to,5,10
for Yahweh,5,10
fought against,5,10
from him,5,10
from me,5,10
gate and,5,10
gathered together,5,10
go down,5,10
go forth,5,10
good to,5,10
had come,5,10
hand and,5,10
happened when,5,10
have I,5,10
have not,5,10
have spoken,5,10
he called,5,10
he has,5,10
he sent,5,10
him Go,5,10
him Why,5,10
him for,5,10
in my,5,10
in their,5,10
is my,5,10
it for,5,10
it out,5,10
it to,5,10
king Behold,5,10
king for,5,10
king is,5,10
know that,5,10
let my,5,10
let the,5,10
let us,5,10
man and,5,10
may be,5,10
me for,5,10
me from,5,10
men went,5,10
messengers to,5,10
my brother,5,10
my enemies,5,10
near to,5,10
of Jonathan,5,10
of him,5,10
of silver,5,10
on her,5,10
on your,5,10
one hundred,5,10
over all,5,10
returned from,5,10
right hand,5,10
round about,5,10
said What,5,10
should I,5,10
sister Tamar,5,10
stood still,5,10
that which,5,10
the Gibeonites,5,10
the Gittite,5,10
the God,5,10
the blood,5,10
the cities,5,10
the elders,5,10
the stronghold,5,10
the wife,5,10
the word,5,10
the words,5,10
then you,5,10
there is,5,10
they had,5,10
threshing floor,5,10
through the,5,10
to Zadok,5,10
to keep,5,10
took hold,5,10
two sons,5,10
up against,5,10
up his,5,10
us and,5,10
was in,5,10
was over,5,10
was so,5,10
was yet,5,10
when David,5,10
when they,5,10
wife of,5,10
will show,5,10
will you,5,10
with all,5,10
with your,5,10
would have,5,10
years old,5,10
your God,5,10
your fathers,5,10
