N-gram,Count,Book
years he hath reigned in Jerusalem and,10,14
and the name of his mother is,9,14
is right in the eyes of Jehovah,9,14
that which is right in the eyes,9,14
which is right in the eyes of,9,14
And the rest of the matters of,8,14
Jerusalem and the name of his mother,8,14
evil thing in the eyes of Jehovah,8,14
hath reigned in Jerusalem and the name,8,14
he hath reigned in Jerusalem and the,8,14
in Jerusalem and the name of his,8,14
reigned in Jerusalem and the name of,8,14
the evil thing in the eyes of,8,14
and they bury him in the city,7,14
doth the evil thing in the eyes,7,14
he doth the evil thing in the,7,14
lieth with his fathers and they bury,7,14
on the book of the kings of,7,14
with his fathers and they bury him,7,14
And it cometh to pass at the,6,14
and he doth the evil thing in,6,14
bury him in the city of David,6,14
doth that which is right in the,6,14
his fathers and they bury him in,6,14
they bury him in the city of,6,14
are written on the book of the,5,14
fathers and they bury him in the,5,14
he doth that which is right in,5,14
lo they are written on the book,5,14
they are written on the book of,5,14
written on the book of the kings,5,14
