N-gram,Count,Book
hath reigned in Jerusalem and the name of his mother,8,14
he hath reigned in Jerusalem and the name of his,8,14
reigned in Jerusalem and the name of his mother is,8,14
he doth the evil thing in the eyes of Jehovah,7,14
years he hath reigned in Jerusalem and the name of,7,14
and he doth the evil thing in the eyes of,6,14
doth that which is right in the eyes of Jehovah,6,14
he doth that which is right in the eyes of,5,14
lieth with his fathers and they bury him in the,5,14
lo they are written on the book of the kings,5,14
they are written on the book of the kings of,5,14
