N-gram,Count,Book
he,250,7
his,223,7
said,221,7
they,212,7
him,203,7
them,187,7
Israel,184,7
LORD,171,7
I,154,7
was,143,7
it,133,7
children,131,7
not,128,7
all,126,7
men,123,7
for,116,7
came,110,7
from,101,7
me,101,7
went,99,7
thou,95,7
were,94,7
their,93,7
man,86,7
her,85,7
against,82,7
when,82,7
thee,79,7
there,79,7
had,78,7
my,71,7
house,69,7
is,69,7
people,69,7
ye,66,7
hand,65,7
have,65,7
up,65,7
thy,64,7
shall,63,7
upon,61,7
Then,59,7
down,59,7
which,59,7
will,59,7
us,55,7
go,53,7
God,51,7
son,50,7
city,48,7
this,48,7
took,48,7
you,46,7
day,44,7
land,44,7
she,44,7
before,42,7
Benjamin,41,7
come,40,7
Abimelech,39,7
Gideon,39,7
over,39,7
at,38,7
did,38,7
Samson,35,7
pass,35,7
so,35,7
Philistines,34,7
hath,34,7
father,33,7
are,32,7
king,32,7
thousand,32,7
who,32,7
delivered,31,7
hundred,31,7
do,30,7
made,30,7
saying,30,7
Jephthah,28,7
let,28,7
sent,28,7
Ammon,27,7
Shechem,27,7
behold,27,7
inhabitants,27,7
now,27,7
again,26,7
also,26,7
one,26,7
put,26,7
wife,26,7
because,25,7
hands,25,7
may,25,7
Gibeah,24,7
called,24,7
dwelt,24,7
even,24,7
every,24,7
nor,24,7
then,24,7
Ephraim,23,7
Gilead,23,7
So,23,7
angel,23,7
brought,23,7
no,23,7
pray,23,7
slew,23,7
mount,22,7
years,22,7
Now,21,7
among,21,7
fathers,21,7
sword,21,7
told,21,7
woman,21,7
done,20,7
hast,20,7
host,20,7
two,20,7
would,20,7
any,19,7
arose,19,7
days,19,7
if,19,7
name,19,7
place,19,7
sons,19,7
three,19,7
your,19,7
Judah,18,7
Manoah,18,7
Micah,18,7
brethren,18,7
gods,18,7
our,18,7
saw,18,7
Midianites,17,7
Sisera,17,7
away,17,7
give,17,7
themselves,17,7
turned,17,7
Canaanites,16,7
fight,16,7
forth,16,7
mother,16,7
other,16,7
smote,16,7
time,16,7
Moab,15,7
fire,15,7
gave,15,7
great,15,7
set,15,7
these,15,7
thing,15,7
thirty,15,7
wait,15,7
Behold,14,7
Dan,14,7
Midian,14,7
deliver,14,7
died,14,7
evil,14,7
night,14,7
shalt,14,7
therefore,14,7
Barak,13,7
Jerubbaal,13,7
image,13,7
judged,13,7
priest,13,7
rock,13,7
rose,13,7
seven,13,7
side,13,7
ten,13,7
way,13,7
young,13,7
If,12,7
Jordan,12,7
O,12,7
answered,12,7
concubine,12,7
cried,12,7
daughters,12,7
fell,12,7
fled,12,7
fought,12,7
heart,12,7
its,12,7
or,12,7
served,12,7
those,12,7
through,12,7
twenty,12,7
yet,12,7
Amorites,11,7
Let,11,7
Zalmunna,11,7
Zebah,11,7
altar,11,7
assembled,11,7
battle,11,7
brother,11,7
head,11,7
say,11,7
should,11,7
tent,11,7
war,11,7
water,11,7
Come,10,7
For,10,7
Go,10,7
Levite,10,7
Mizpeh,10,7
am,10,7
between,10,7
cut,10,7
drink,10,7
elders,10,7
encamped,10,7
knew,10,7
left,10,7
passed,10,7
seventy,10,7
sight,10,7
stood,10,7
take,10,7
towards,10,7
until,10,7
valley,10,7
why,10,7
Deborah,9,7
Gaal,9,7
Joash,9,7
anger,9,7
border,9,7
buried,9,7
cities,9,7
dead,9,7
departed,9,7
destroyed,9,7
drew,9,7
early,9,7
family,9,7
field,9,7
god,9,7
messengers,9,7
morning,9,7
neither,9,7
tower,9,7
trees,9,7
voice,9,7
wilderness,9,7
women,9,7
Ehud,8,7
ass,8,7
both,8,7
chariots,8,7
could,8,7
daughter,8,7
death,8,7
edge,8,7
entrance,8,7
expel,8,7
five,8,7
inheritance,8,7
lay,8,7
liers,8,7
lords,8,7
returned,8,7
riddle,8,7
right,8,7
seen,8,7
servant,8,7
silver,8,7
strength,8,7
strong,8,7
than,8,7
thence,8,7
top,8,7
tribe,8,7
whom,8,7
wives,8,7
words,8,7
Canaan,7,7
Egypt,7,7
