N-gram,Count,Book
shall,641,4
LORD,387,4
for,360,4
them,321,4
they,312,4
their,299,4
children,263,4
his,245,4
it,245,4
all,239,4
he,235,4
Moses,233,4
Israel,232,4
were,201,4
from,199,4
ye,185,4
was,172,4
I,159,4
one,154,4
which,150,4
son,148,4
not,141,4
is,138,4
him,137,4
thou,135,4
congregation,134,4
said,125,4
have,119,4
land,115,4
tabernacle,107,4
before,105,4
her,101,4
are,100,4
Aaron,99,4
upon,98,4
sons,93,4
thousand,93,4
hundred,92,4
according,90,4
people,89,4
thee,89,4
this,88,4
saying,87,4
will,87,4
numbered,85,4
tribe,84,4
your,84,4
every,81,4
families,81,4
day,80,4
you,80,4
family,78,4
two,78,4
spoke,77,4
hath,73,4
thy,72,4
against,71,4
shalt,71,4
among,70,4
man,70,4
me,70,4
five,69,4
first,67,4
priest,67,4
when,67,4
or,66,4
fathers,64,4
at,62,4
do,62,4
go,61,4
Levites,60,4
who,57,4
even,56,4
offering,55,4
put,55,4
come,54,4
give,54,4
its,54,4
up,54,4
burntoffering,53,4
house,53,4
meatoffering,53,4
there,53,4
went,53,4
year,52,4
came,51,4
Balaam,50,4
inheritance,50,4
those,50,4
if,48,4
men,48,4
seven,46,4
no,45,4
service,45,4
wilderness,45,4
encamped,44,4
may,44,4
my,44,4
old,44,4
shekels,44,4
offer,43,4
camp,42,4
had,42,4
over,42,4
these,42,4
us,42,4
water,42,4
commanded,41,4
lambs,41,4
number,41,4
then,40,4
years,40,4
Balak,39,4
One,39,4
took,38,4
bring,37,4
fire,37,4
take,37,4
thirty,37,4
cities,36,4
days,36,4
ram,36,4
Eleazar,35,4
These,35,4
any,35,4
hand,35,4
make,35,4
oil,35,4
sinoffering,35,4
so,35,4
three,35,4
upward,35,4
made,34,4
without,34,4
God,33,4
brought,33,4
bullock,33,4
fifty,33,4
Moab,32,4
charge,32,4
names,32,4
sanctuary,32,4
silver,32,4
month,31,4
twenty,31,4
war,31,4
because,30,4
die,30,4
offered,30,4
pass,30,4
rams,30,4
Egypt,29,4
holy,29,4
Then,28,4
both,28,4
our,28,4
whom,28,4
also,27,4
flour,27,4
forth,27,4
full,27,4
mingled,27,4
sacrifice,27,4
departed,26,4
host,26,4
lamb,26,4
princes,26,4
seventy,26,4
side,26,4
throughout,26,4
young,26,4
keep,25,4
place,25,4
she,25,4
six,25,4
altar,24,4
border,24,4
four,24,4
given,24,4
prince,24,4
soul,24,4
until,24,4
say,23,4
This,22,4
behold,22,4
did,22,4
goats,22,4
Jordan,21,4
Reuben,21,4
able,21,4
besides,21,4
bullocks,21,4
died,21,4
down,21,4
generations,21,4
heard,21,4
incense,21,4
kid,21,4
removed,21,4
woman,21,4
Manasseh,20,4
cloud,20,4
commandment,20,4
drinkoffering,20,4
father,20,4
forward,20,4
oxen,20,4
part,20,4
taken,20,4
For,19,4
Gad,19,4
forty,19,4
let,19,4
mount,19,4
peaceofferings,19,4
sweet,19,4
through,19,4
unclean,19,4
word,19,4
bear,18,4
curse,18,4
death,18,4
dwell,18,4
eat,18,4
near,18,4
now,18,4
savor,18,4
sent,18,4
shekel,18,4
speak,18,4
All,17,4
atonement,17,4
continual,17,4
door,17,4
flesh,17,4
himself,17,4
neither,17,4
saw,17,4
separation,17,4
stranger,17,4
ten,17,4
therefore,17,4
Take,16,4
firstborn,16,4
hast,16,4
king,16,4
manner,16,4
way,16,4
work,16,4
Korah,15,4
Levi,15,4
Speak,15,4
ass,15,4
blood,15,4
drink,15,4
eyes,15,4
gathered,15,4
husband,15,4
journeyed,15,4
name,15,4
sea,15,4
see,15,4
should,15,4
things,15,4
twelve,15,4
vow,15,4
If,14,4
Now,14,4
blemish,14,4
cattle,14,4
city,14,4
clean,14,4
covering,14,4
dead,14,4
fine,14,4
half,14,4
set,14,4
thing,14,4
vessels,14,4
Asher,13,4
Ephraim,13,4
Judah,13,4
Merari,13,4
So,13,4
Those,13,4
armies,13,4
bowl,13,4
brethren,13,4
captain,13,4
charger,13,4
chief,13,4
daughters,13,4
defiled,13,4
drinkofferings,13,4
evening,13,4
gave,13,4
head,13,4
heaveoffering,13,4
hegoats,13,4
mouth,13,4
own,13,4
plague,13,4
rod,13,4
seventh,13,4
sight,13,4
smote,13,4
stand,13,4
tenthparts,13,4
Amorites,12,4
Canaan,12,4
Dan,12,4
Joseph,12,4
Kohath,12,4
Sinai,12,4
When,12,4
again,12,4
away,12,4
ever,12,4
face,12,4
gold,12,4
golden,12,4
great,12,4
iniquity,12,4
other,12,4
possession,12,4
pray,12,4
sin,12,4
slain,12,4
spoon,12,4
surely,12,4
tribes,12,4
weight,12,4
Benjamin,11,4
From,11,4
Gershon,11,4
He,11,4
Hor,11,4
Issachar,11,4
Naphtali,11,4
Nun,11,4
Thus,11,4
angel,11,4
anger,11,4
between,11,4
bread,11,4
company,11,4
concerning,11,4
done,11,4
hin,11,4
instead,11,4
many,11,4
minister,11,4
murderer,11,4
passover,11,4
refuge,11,4
second,11,4
sixty,11,4
south,11,4
spirit,11,4
stood,11,4
tents,11,4
third,11,4
Even,10,4
Gilead,10,4
His,10,4
Joshua,10,4
LORDS,10,4
Let,10,4
O,10,4
Simeon,10,4
Zebulun,10,4
am,10,4
blow,10,4
bound,10,4
called,10,4
cause,10,4
dwelt,10,4
earth,10,4
fell,10,4
here,10,4
journey,10,4
kindled,10,4
law,10,4
more,10,4
morning,10,4
moved,10,4
person,10,4
pitch,10,4
sheep,10,4
standard,10,4
tenth,10,4
whether,10,4
Caleb,9,4
Edom,9,4
Eliab,9,4
Jacob,9,4
Jericho,9,4
Miriam,9,4
Sihon,9,4
abode,9,4
another,9,4
clothes,9,4
consumed,9,4
each,9,4
elders,9,4
fourteen,9,4
fourth,9,4
high,9,4
kept,9,4
nigh,9,4
night,9,4
nor,9,4
plains,9,4
sword,9,4
testimony,9,4
themselves,9,4
thousands,9,4
time,9,4
turned,9,4
under,9,4
whole,9,4
why,9,4
wife,9,4
wine,9,4
Abiram,8,4
Behold,8,4
Dathan,8,4
Heshbon,8,4
Kadesh,8,4
Midian,8,4
Ye,8,4
Zelophehad,8,4
anointed,8,4
armed,8,4
around,8,4
assembly,8,4
burden,8,4
daughter,8,4
enemies,8,4
little,8,4
males,8,4
open,8,4
ordinance,8,4
pitched,8,4
prey,8,4
servants,8,4
skins,8,4
smite,8,4
spoken,8,4
spread,8,4
strong,8,4
sum,8,4
tent,8,4
thence,8,4
thine,8,4
towards,8,4
yet,8,4
Ammihud,7,4
Arnon,7,4
Because,7,4
Jephunneh,7,4
Kohathites,7,4
Thou,7,4
Zin,7,4
avenger,7,4
badgers,7,4
battle,7,4
bitter,7,4
body,7,4
bond,7,4
borders,7,4
born,7,4
captains,7,4
cloth,7,4
cometh,7,4
cover,7,4
cut,7,4
east,7,4
goat,7,4
good,7,4
heads,7,4
ignorance,7,4
instruments,7,4
kill,7,4
lot,7,4
male,7,4
ones,7,4
parable,7,4
peace,7,4
perish,7,4
persons,7,4
priests,7,4
received,7,4
rose,7,4
seed,7,4
statute,7,4
times,7,4
trespass,7,4
turn,7,4
unleavened,7,4
very,7,4
vows,7,4
wash,7,4
well,7,4
would,7,4
yourselves,7,4
Come,6,4
Eliasaph,6,4
Gershonites,6,4
Ithamar,6,4
Machir,6,4
Nazarite,6,4
Or,6,4
Why,6,4
afterward,6,4
appoint,6,4
ark,6,4
assembled,6,4
beasts,6,4
being,6,4
best,6,4
bless,6,4
blue,6,4
built,6,4
camps,6,4
candlestick,6,4
causeth,6,4
censers,6,4
convocation,6,4
court,6,4
cubits,6,4
destroy,6,4
eight,6,4
evil,6,4
fall,6,4
few,6,4
glory,6,4
hallowed,6,4
hands,6,4
