the priest shall,121
unto the LORD,89
And he shall,63
before the LORD,61
the children of,57
it shall be,56
children of Israel,54
And the priest,50
of the congregation,47
I am the,45
am the LORD,45
tabernacle of the,44
the tabernacle of,44
upon the altar,44
made by fire,41
an atonement for,39
make an atonement,39
And the LORD,37
out of the,37
and the priest,35
the LORD spake,35
LORD spake unto,34
shall be unclean,34
of the LORD,33
spake unto Moses,33
the sin offering,33
it is a,32
the burnt offering,29
be unclean until,27
unto Moses saying,27
of the tabernacle,26
offering made by,26
then he shall,26
unclean until the,26
until the even,26
sin offering and,25
LORD your God,24
a sin offering,24
an offering made,24
and ye shall,24
door of the,24
in the skin,24
the LORD your,24
the blood of,24
the door of,24
shall wash his,23
wash his clothes,23
And if a,22
And ye shall,22
of the blood,22
of the land,22
offering and the,22
shall make an,22
the LORD and,22
his clothes and,21
by fire unto,20
fire unto the,20
it upon the,20
of the altar,20
and he shall,19
he shall take,19
shall not be,19
the holy place,19
the land of,19
unto the children,19
and it shall,18
burnt offering and,18
for a sin,18
in water and,18
and be unclean,17
and behold if,17
atonement for him,17
blood of the,17
he shall be,17
he shall bring,17
if it be,17
priest shall make,17
shall be a,17
the sacrifice of,17
thou shalt not,17
unto the priest,17
upon the head,17
a burnt offering,16
and his sons,16
and of the,16
behold if the,16
of the sin,16
shall be holy,16
shall pronounce him,16
the LORD commanded,16
the fat that,16
the meat offering,16
And he that,15
Speak unto the,15
Thou shalt not,15
a sweet savor,15
if a man,15
in the holy,15
offering unto the,15
priest shall look,15
priest shall pronounce,15
put to death,15
the head of,15
This is the,14
a statute for,14
be put to,14
for a burnt,14
he shall offer,14
of Israel and,14
statute for ever,14
the altar and,14
the trespass offering,14
then the priest,14
whether it be,14
a meat offering,13
according to the,13
and upon the,13
be cut off,13
clothes and bathe,13
him that is,13
is the law,13
is to be,13
of him that,13
of the children,13
plague of leprosy,13
shall be cut,13
that hath the,13
the congregation and,13
water and be,13
ye shall not,13
And if it,12
And if the,12
Then the priest,12
and the fat,12
and they shall,12
be of the,12
if the plague,12
nakedness of thy,12
of the sacrifice,12
priest shall burn,12
sacrifice of peace,12
say unto them,12
shalt not uncover,12
that is to,12
the LORD made,12
the law of,12
the skin of,12
they shall be,12
which he hath,12
Aaron and his,11
And thou shalt,11
LORD made by,11
a man shall,11
all the fat,11
among his people,11
and say unto,11
as the LORD,11
cut off from,11
himself in water,11
is upon the,11
it shall not,11
land of Egypt,11
of fine flour,11
of peace offerings,11
offering before the,11
shall do no,11
shall surely be,11
surely be put,11
the plague be,11
the plague of,11
the year of,11
to be cleansed,11
ye shall eat,11
And I will,10
Israel and say,10
LORD commanded Moses,10
and all the,10
and bathe himself,10
bathe himself in,10
come into the,10
head of the,10
is most holy,10
of his right,10
of the oil,10
of the trespass,10
offerings of the,10
or of the,10
priest shall take,10
savor unto the,10
shall be an,10
shall be clean,10
shall be forgiven,10
shall look on,10
sons of Aaron,10
sweet savor unto,10
that is in,10
the blood thereof,10
the inwards and,10
the seventh day,10
the sons of,10
unto the door,10
But if the,9
above the liver,9
and the caul,9
at the door,9
be a statute,9
be forgiven him,9
by fire of,9
eat of the,9
fat that is,9
for a sweet,9
for it is,9
hand upon the,9
he hath sinned,9
he is unclean,9
he shall put,9
he shall wash,9
him that hath,9
his hand upon,9
is in the,9
it in the,9
it is most,9
it is the,9
law of the,9
mingled with oil,9
neither shalt thou,9
of the bullock,9
of the house,9
off from among,9
put it upon,9
she shall be,9
than the skin,9
that is upon,9
the LORD for,9
the altar of,9
the eighth day,9
the fat of,9
the flesh of,9
the offerings of,9
thereof shall be,9
unclean unto you,9
ye shall offer,9
And if he,8
a trespass offering,8
a wave offering,8
after his kind,8
an holy convocation,8
and make an,8
and put it,8
and the other,8
at the bottom,8
blood shall be,8
bottom of the,8
caul above the,8
estimation shall be,8
fat of the,8
for a wave,8
for the sin,8
from among his,8
his sons and,8
horns of the,8
if the priest,8
in the house,8
of Israel saying,8
of the burnt,8
of the flesh,8
of the goats,8
of the holy,8
of them shall,8
offer an offering,8
offering of the,8
on the altar,8
pronounce him clean,8
pronounce him unclean,8
shall be of,8
shall it be,8
shall offer it,8
shall take of,8
that he hath,8
the blood upon,8
the bottom of,8
the caul above,8
the holy things,8
the horns of,8
the nakedness of,8
the people and,8
the plague is,8
them upon the,8
thy estimation shall,8
to make an,8
trespass offering and,8
unto Aaron and,8
upon the horns,8
wave offering before,8
which the LORD,8
with his finger,8
without the camp,8
ye shall do,8
And he brought,7
And if ye,7
I the LORD,7
Ye shall not,7
a sacrifice of,7
altar round about,7
and for his,7
and for the,7
atonement for the,7
be holy unto,7
blood upon the,7
burn it upon,7
day of the,7
deeper than the,7
for I am,7
forth out of,7
hath the issue,7
he shall not,7
if he be,7
in the blood,7
in the day,7
it shall he,7
kidneys and the,7
lay his hand,7
look on the,7
meat offering and,7
my statutes and,7
not uncover the,7
of the first,7
of the peace,7
of the strangers,7
on the eighth,7
shall be burnt,7
shall be eaten,7
shall be the,7
shall bear his,7
shall bring his,7
shall lay his,7
shall not eat,7
sin which he,7
some of the,7
spread in the,7
take of the,7
the LORD which,7
the altar it,7
the altar round,7
the anointing oil,7
the bread of,7
the bullock and,7
the days of,7
the mercy seat,7
the two kidneys,7
the warp or,7
two kidneys and,7
unclean it is,7
uncover her nakedness,7
uncover the nakedness,7
unto you and,7
upon it and,7
year of jubilee,7
you and ye,7
And Aaron shall,6
And if any,6
But if he,6
God I am,6
It shall be,6
LORD and the,6
Speak unto Aaron,6
a burnt sacrifice,6
all the congregation,6
and do them,6
and it be,6
and with the,6
any of the,6
any thing of,6
be an abomination,6
bear his iniquity,6
bullock for the,6
burnt with fire,6
clothes and be,6
covereth the inwards,6
do no servile,6
fire of a,6
for I the,6
for a trespass,6
for himself and,6
for his sin,6
hath a blemish,6
hath the plague,6
he brought the,6
he hath done,6
he shall kill,6
he shall lay,6
him unclean it,6
him with the,6
his flesh in,6
his sin which,6
in the place,6
in the seventh,6
in the warp,6
in the waters,6
inwards and the,6
is by the,6
it be a,6
it before the,6
it is an,6
it then he,6
it unto the,6
look and behold,6
my judgments and,6
neither shall ye,6
no servile work,6
not be eaten,6
not eat of,6
of a sweet,6
of his flesh,6
of the meat,6
offering and a,6
oil that is,6
on the plague,6
or two young,6
out in the,6
peace offerings and,6
priest shall shut,6
sacrifice of the,6
servile work therein,6
shall be upon,6
shall bring it,6
shall bring the,6
shall burn it,6
shall eat it,6
shall go out,6
shall he take,6
shall kill the,6
shall ye eat,6
shall ye not,6
the LORD it,6
the blood and,6
the camp and,6
the carcass of,6
the fifth part,6
the first year,6
the hand of,6
the living bird,6
the name of,6
the oil that,6
the priest and,6
the priest that,6
the skin and,6
the tip of,6
them I am,6
them shall be,6
them unto the,6
they shall not,6
two young pigeons,6
unto Moses and,6
unto all the,6
unto the altar,6
upon the earth,6
upon the great,6
upon the inwards,6
upon the tip,6
which ye shall,6
with him and,6
ye shall be,6
