N-gram,Count,Book
you,552,40
him,367,40
will,321,40
he,288,40
is,288,40
them,233,40
his,232,40
who,223,40
they,217,40
it,213,40
I,204,40
for,202,40
said,194,40
your,169,40
Jesus,168,40
was,154,40
from,126,40
He,123,40
came,123,40
saying,114,40
me,111,40
are,108,40
one,104,40
not,96,40
all,95,40
have,95,40
For,86,40
tell,86,40
this,83,40
do,82,40
were,81,40
their,79,40
Then,77,40
my,77,40
when,73,40
disciples,72,40
man,72,40
up,72,40
When,70,40
had,66,40
there,66,40
went,66,40
You,65,40
or,65,40
which,65,40
shall,63,40
They,62,40
things,60,40
come,59,40
those,59,40
Lord,58,40
away,57,40
father,56,40
dont,55,40
God,54,40
has,54,40
Kingdom,51,40
also,51,40
Son,49,40
answered,49,40
men,49,40
these,48,40
took,47,40
go,46,40
Behold,44,40
two,44,40
Father,42,40
became,41,40
no,41,40
her,40,40
If,39,40
saw,39,40
so,39,40
if,38,40
see,38,40
many,37,40
good,36,40
at,35,40
heaven,35,40
like,35,40
day,34,40
hand,34,40
house,34,40
us,34,40
Heaven,33,40
Man,33,40
Now,33,40
called,33,40
didnt,33,40
then,33,40
assuredly,32,40
multitudes,32,40
say,32,40
before,31,40
did,31,40
great,31,40
heard,31,40
than,31,40
Pharisees,30,40
until,30,40
against,29,40
down,29,40
give,29,40
son,29,40
way,29,40
made,28,40
more,28,40
Therefore,27,40
cast,27,40
children,27,40
know,27,40
mother,27,40
It,26,40
John,26,40
earth,26,40
evil,26,40
left,26,40
therefore,26,40
another,25,40
done,25,40
even,25,40
would,25,40
Most,24,40
first,24,40
prophet,24,40
sent,24,40
servant,24,40
word,24,40
among,23,40
because,23,40
days,23,40
Peter,22,40
been,22,40
behold,22,40
brought,22,40
city,22,40
gave,22,40
hear,22,40
here,22,40
how,22,40
might,22,40
put,22,40
scribes,22,40
am,21,40
hour,21,40
where,21,40
Why,20,40
brother,20,40
let,20,40
lord,20,40
may,20,40
name,20,40
over,20,40
people,20,40
priests,20,40
take,20,40
whoever,20,40
Dont,19,40
This,19,40
brothers,19,40
followed,19,40
nor,19,40
should,19,40
temple,19,40
through,19,40
blind,18,40
chief,18,40
coming,18,40
enter,18,40
fruit,18,40
given,18,40
life,18,40
other,18,40
prophets,18,40
sat,18,40
some,18,40
whom,18,40
David,17,40
comes,17,40
drink,17,40
make,17,40
much,17,40
neither,17,40
own,17,40
sea,17,40
servants,17,40
together,17,40
Christ,16,40
Galilee,16,40
His,16,40
So,16,40
body,16,40
dead,16,40
doesnt,16,40
eye,16,40
gathered,16,40
little,16,40
multitude,16,40
righteous,16,40
she,16,40
spoken,16,40
time,16,40
wife,16,40
Whoever,15,40
eat,15,40
every,15,40
forth,15,40
heart,15,40
himself,15,40
receive,15,40
tree,15,40
Blessed,14,40
asked,14,40
bread,14,40
child,14,40
field,14,40
found,14,40
fulfilled,14,40
now,14,40
right,14,40
three,14,40
told,14,40
want,14,40
whole,14,40
wise,14,40
Again,13,40
Jerusalem,13,40
angels,13,40
boat,13,40
commanded,13,40
demons,13,40
departed,13,40
elders,13,40
five,13,40
hypocrites,13,40
its,13,40
received,13,40
set,13,40
talents,13,40
twelve,13,40
Go,12,40
Herod,12,40
Israel,12,40
Let,12,40
Spirit,12,40
afraid,12,40
can,12,40
clothing,12,40
death,12,40
exceedingly,12,40
eyes,12,40
faith,12,40
fire,12,40
land,12,40
light,12,40
mouth,12,40
place,12,40
reward,12,40
sake,12,40
spoke,12,40
tax,12,40
think,12,40
while,12,40
worthy,12,40
young,12,40
All,11,40
Even,11,40
Mary,11,40
My,11,40
ask,11,40
authority,11,40
blood,11,40
delivered,11,40
end,11,40
gather,11,40
head,11,40
healed,11,40
immediately,11,40
judgment,11,40
just,11,40
last,11,40
love,11,40
mercy,11,40
our,11,40
send,11,40
sick,11,40
sign,11,40
silver,11,40
sky,11,40
world,11,40
From,10,40
How,10,40
Sabbath,10,40
Who,10,40
Woe,10,40
Yes,10,40
able,10,40
anyone,10,40
began,10,40
deliver,10,40
false,10,40
find,10,40
generation,10,40
hands,10,40
happened,10,40
having,10,40
instead,10,40
king,10,40
mountain,10,40
nothing,10,40
ones,10,40
pieces,10,40
receives,10,40
same,10,40
sheep,10,40
speak,10,40
stumble,10,40
swears,10,40
vineyard,10,40
works,10,40
written,10,40
Come,9,40
Elijah,9,40
Gentiles,9,40
Joseph,9,40
Or,9,40
Pilate,9,40
Simon,9,40
Those,9,40
being,9,40
cried,9,40
darkness,9,40
destroy,9,40
does,9,40
feet,9,40
fell,9,40
glory,9,40
got,9,40
greater,9,40
high,9,40
lawful,9,40
parable,9,40
pray,9,40
priest,9,40
prison,9,40
reads,9,40
seed,9,40
seven,9,40
stone,9,40
taken,9,40
themselves,9,40
times,9,40
woman,9,40
words,9,40
Because,8,40
Have,8,40
Immediately,8,40
Judea,8,40
King,8,40
No,8,40
any,8,40
back,8,40
baptized,8,40
believe,8,40
both,8,40
crucified,8,40
cup,8,40
darnel,8,40
desire,8,40
entered,8,40
forgive,8,40
gift,8,40
governor,8,40
household,8,40
hungry,8,40
killed,8,40
law,8,40
loaves,8,40
most,8,40
opened,8,40
others,8,40
parables,8,40
pass,8,40
sins,8,40
sit,8,40
stood,8,40
teaching,8,40
third,8,40
under,8,40
weeping,8,40
yourselves,8,40
Abraham,7,40
Baptizer,7,40
Do,7,40
Moses,7,40
Sadducees,7,40
Take,7,40
While,7,40
answer,7,40
anxious,7,40
appeared,7,40
arose,7,40
astray,7,40
betrayed,7,40
born,7,40
bridegroom,7,40
bring,7,40
call,7,40
cant,7,40
collectors,7,40
daughter,7,40
denarius,7,40
ears,7,40
evening,7,40
fall,7,40
feast,7,40
fish,7,40
food,7,40
full,7,40
get,7,40
goes,7,40
going,7,40
isnt,7,40
kill,7,40
marriage,7,40
marveled,7,40
pay,7,40
read,7,40
save,7,40
seen,7,40
show,7,40
sitting,7,40
stand,7,40
synagogues,7,40
tomb,7,40
touched,7,40
understand,7,40
very,7,40
voice,7,40
well,7,40
yet,7,40
yourself,7,40
Get,6,40
Isaiah,6,40
Jacob,6,40
James,6,40
Jonah,6,40
Jordan,6,40
Judas,6,40
Neither,6,40
Teacher,6,40
Where,6,40
Zebedee,6,40
adultery,6,40
again,6,40
age,6,40
altar,6,40
angel,6,40
around,6,40
become,6,40
begged,6,40
beginning,6,40
cause,6,40
chosen,6,40
clean,6,40
coin,6,40
concerning,6,40
country,6,40
cut,6,40
desires,6,40
devil,6,40
divided,6,40
dream,6,40
eternal,6,40
everyone,6,40
face,6,40
farmers,6,40
few,6,40
filled,6,40
finds,6,40
forgiven,6,40
harvest,6,40
hears,6,40
