62001001,62,1,1,"That which was from the beginning, which we have heard, which we have seen with our eyes, which we have looked upon, and our hands have handled, of the word of life;"
62001002,62,1,2,"(For the life was manifested, and we have seen it, and testify, and show to you that eternal life which was with the Father, and was manifested to us;)"
62001003,62,1,3,"That which we have seen and heard we declare to you, that ye also may have fellowship with us: and truly our fellowship is with the Father, and with his Son Jesus Christ."
62001004,62,1,4,"And these things we write to you, that your joy may be full."
62001005,62,1,5,"This then is the message which we have heard from him, and declare to you, that God is light, and in him is no darkness at all."
62001006,62,1,6,"If we say that we have fellowship with him, and walk in darkness, we lie, and do not the truth:"
62001007,62,1,7,"But if we walk in the light, as he is in the light, we have fellowship one with another, and the blood of Jesus Christ his Son cleanseth us from all sin."
62001008,62,1,8,"If we say that we have no sin, we deceive ourselves, and the truth is not in us."
62001009,62,1,9,"If we confess our sins, he is faithful and just to forgive us our sins, and to cleanse us from all unrighteousness."
62001010,62,1,10,"If we say that we have not sinned, we make him a liar, and his word is not in us."
62002001,62,2,1,"My little children, these things I write to you, that ye sin not. And if any man sinneth, we have an advocate with the Father, Jesus Christ the righteous:"
62002002,62,2,2,"And he is the propitiation for our sins: and not for ours only, but also for the sins of the whole world."
62002003,62,2,3,"And by this we do know that we know him, if we keep his commandments."
62002004,62,2,4,"He that saith, I know him, and keepeth not his commandments, is a liar, and the truth is not in him."
62002005,62,2,5,"But whoever keepeth his word, in him verily is the love of God perfected: by this we know that we are in him."
62002006,62,2,6,"He that saith he abideth in him, ought himself also so to walk, even as he walked."
62002007,62,2,7,"Brethren, I write no new commandment to you, but an old commandment which ye had from the beginning: The old commandment is the word which ye have heard from the beginning."
62002008,62,2,8,"Again, a new commandment I write to you, which thing is true in him and in you: because the darkness is past, and the true light now shineth."
62002009,62,2,9,"He that saith he is in the light, and hateth his brother, is in darkness even until now."
62002010,62,2,10,"He that loveth his brother abideth in the light, and there is no occasion of stumbling in him."
62002011,62,2,11,"But he that hateth his brother is in darkness, and walketh in darkness, and knoweth not whither he goeth, because darkness hath blinded his eyes."
62002012,62,2,12,"I write to you, little children, because your sins are forgiven you for his name's sake."
62002013,62,2,13,"I write to you, fathers, because ye have known him that is from the beginning. I write to you, young men, because ye have overcome the wicked one. I write to you, little children, because ye have known the Father."
62002014,62,2,14,"I have written to you, fathers, because ye have known him that is from the beginning. I have written to you, young men, because ye are strong, and the word of God abideth in you, and ye have overcome the wicked one."
62002015,62,2,15,"Love not the world, neither the things that are in the world. If any man loveth the world, the love of the Father is not in him."
62002016,62,2,16,"For all that is in the world, the lust of the flesh, and the lust of the eyes, and the pride of life, is not from the Father, but is from the world."
62002017,62,2,17,"And the world passeth away, and the lust of it: but he that doeth the will of God abideth for ever."
62002018,62,2,18,"Little children, it is the last time: and as ye have heard that antichrist cometh, even now are there many antichrists; by which we know that it is the last time."
62002019,62,2,19,"They went out from us, but they were not of us; for if they had been of us, they would no doubt have continued with us: but they went out, that they might be made manifest that they were not all of us."
62002020,62,2,20,"But ye have an unction from the Holy One, and ye know all things."
62002021,62,2,21,"I have not written to you because ye know not the truth, but because ye know it, and that no lie is of the truth."
62002022,62,2,22,"Who is a liar but he that denieth that Jesus is the Christ? He is antichrist, that denieth the Father and the Son."
62002023,62,2,23,"Whoever denieth the Son, the same hath not the Father: but he that acknowledgeth the Son hath the Father also."
62002024,62,2,24,"Let that therefore abide in you, which ye have heard from the beginning. If that which ye have heard from the beginning shall remain in you, ye also shall continue in the Son, and in the Father."
62002025,62,2,25,"And this is the promise that he hath promised us, even eternal life."
62002026,62,2,26,These things have I written to you concerning them that seduce you.
62002027,62,2,27,"But the anointing which ye have received from him abideth in you, and ye need not that any man should teach you: but as the same anointing teacheth you concerning all things, and is truth, and is no lie, and even as it hath taught you, ye shall abide in him."
62002028,62,2,28,"And now, little children, abide in him; that when he shall appear, we may have confidence, and not be ashamed before him at his coming."
62002029,62,2,29,If ye know that he is righteous ye know that every one that doeth righteousness is born of him.
62003001,62,3,1,"Behold, what manner of love the Father hath bestowed upon us, that we should be called the sons of God: therefore the world knoweth us not, because it knew him not."
62003002,62,3,2,"Beloved, now are we the sons of God, and it doth not yet appear what we shall be: but we know that, when he shall appear, we shall be like him; for we shall see him as he is."
62003003,62,3,3,"And every man that hath this hope in him purifieth himself, even as he is pure."
62003004,62,3,4,Whoever committeth sin transgresseth also the law; for sin is the transgression of the law.
62003005,62,3,5,And ye know that he was manifested to take away our sins; and in him is no sin.
62003006,62,3,6,"Whoever abideth in him sinneth not: whoever sinneth hath not seen him, neither known him."
62003007,62,3,7,"Little children, let no man deceive you: he that doeth righteousness is righteous, even as he is righteous."
62003008,62,3,8,"He that committeth sin is of the devil; for the devil sinneth from the beginning. For this purpose the Son of God was manifested, that he might destroy the works of the devil."
62003009,62,3,9,"Whoever is born of God doth not commit sin; for his seed remaineth in him: and he cannot sin, because he is born of God."
