N-gram,Count,Book
her,51,8
she,49,8
said,46,8
I,37,8
thou,35,8
he,33,8
his,25,8
thee,25,8
not,24,8
thy,24,8
it,23,8
me,23,8
was,21,8
Boaz,20,8
Naomi,20,8
for,20,8
my,20,8
Jehovah,18,8
they,18,8
is,17,8
came,15,8
had,15,8
name,14,8
will,14,8
down,13,8
have,13,8
Ruth,12,8
has,12,8
redeem,12,8
went,12,8
all,11,8
go,11,8
shall,11,8
from,10,8
hast,10,8
motherinlaw,10,8
people,10,8
redemption,10,8
until,10,8
who,10,8
begot,9,8
man,9,8
right,9,8
this,9,8
ye,9,8
daughter,8,8
one,8,8
them,8,8
there,8,8
two,8,8
up,8,8
Moab,7,8
am,7,8
at,7,8
glean,7,8
house,7,8
thyself,7,8
also,6,8
art,6,8
dead,6,8
field,6,8
him,6,8
husband,6,8
left,6,8
men,6,8
reapers,6,8
sons,6,8
when,6,8
wife,6,8
woman,6,8
young,6,8
Bethlehem,5,8
Israel,5,8
Let,5,8
Moabitess,5,8
day,5,8
do,5,8
fields,5,8
gave,5,8
gleaned,5,8
like,5,8
may,5,8
return,5,8
took,5,8
where,5,8
you,5,8
