N-gram,Count,Book
has,79,25
have,73,25
is,63,25
my,62,25
are,59,25
for,54,25
her,54,25
Lord,42,25
his,41,25
he,39,25
you,37,25
their,36,25
I,33,25
me,33,25
they,33,25
all,32,25
no,31,25
been,29,25
your,29,25
our,26,25
who,25,25
like,22,25
made,22,25
were,22,25
daughter,20,25
up,20,25
not,19,25
put,19,25
them,19,25
O,18,25
against,18,25
from,18,25
men,18,25
us,18,25
come,17,25
destruction,16,25
give,16,25
him,16,25
because,15,25
Zion,14,25
away,14,25
day,14,25
will,14,25
become,13,25
let,13,25
sent,13,25
was,13,25
waste,13,25
wrath,13,25
am,12,25
given,12,25
gone,12,25
hands,12,25
which,12,25
young,12,25
children,11,25
earth,11,25
go,11,25
it,11,25
turned,11,25
without,11,25
down,10,25
make,10,25
people,10,25
sorrow,10,25
those,10,25
when,10,25
among,9,25
food,9,25
holy,9,25
life,9,25
seen,9,25
she,9,25
death,8,25
man,8,25
so,8,25
than,8,25
there,8,25
He,7,25
Jerusalem,7,25
My,7,25
They,7,25
You,7,25
at,7,25
before,7,25
eyes,7,25
full,7,25
great,7,25
grief,7,25
hand,7,25
place,7,25
taken,7,25
this,7,25
whom,7,25
Let,6,25
Our,6,25
back,6,25
end,6,25
face,6,25
good,6,25
haters,6,25
looking,6,25
may,6,25
nations,6,25
one,6,25
over,6,25
said,6,25
seated,6,25
see,6,25
town,6,25
wall,6,25
For,5,25
It,5,25
Judah,5,25
again,5,25
attacker,5,25
attackers,5,25
bent,5,25
bitter,5,25
cause,5,25
comforter,5,25
days,5,25
done,5,25
every,5,25
evildoing,5,25
falling,5,25
false,5,25
gave,5,25
hater,5,25
kept,5,25
land,5,25
memory,5,25
pity,5,25
shame,5,25
soul,5,25
streets,5,25
strength,5,25
stretched,5,25
take,5,25
things,5,25
trouble,5,25
unclean,5,25
under,5,25
virgins,5,25
ways,5,25
