N-gram,Count,Book
Lord,25,32
was,21,32
said,20,32
you,19,32
I,18,32
Jonah,18,32
for,18,32
from,16,32
he,16,32
me,15,32
his,14,32
God,13,32
great,12,32
sea,12,32
they,12,32
up,12,32
have,11,32
my,11,32
not,11,32
your,11,32
were,10,32
Nineveh,9,32
is,9,32
them,9,32
came,8,32
him,8,32
made,8,32
so,8,32
town,8,32
us,8,32
come,7,32
had,7,32
it,7,32
let,7,32
this,7,32
took,7,32
went,7,32
Then,6,32
angry,6,32
give,6,32
life,6,32
prayer,6,32
put,6,32
which,6,32
will,6,32
O,5,32
So,5,32
destruction,5,32
do,5,32
down,5,32
evil,5,32
go,5,32
may,5,32
sent,5,32
vine,5,32
