the,1597
and,1038
of,857
And,515
to,439
that,313
he,279
David,268
unto,266
him,265
in,262
king,251
his,245
said,240
I,223
was,185
all,182
a,181
with,158
for,157
my,151
thou,147
thy,145
LORD,141
me,136
son,133
not,131
it,127
thee,126
be,125
they,125
came,118
Israel,115
is,111
from,106
house,104
people,104
men,101
them,99
Absalom,97
went,97
Joab,93
had,88
over,85
when,83
will,81
as,80
were,80
out,79
shall,78
this,78
there,76
on,72
have,71
up,70
man,68
God,62
day,59
servants,59
Saul,57
Then,57
before,55
hand,54
servant,54
also,52
her,52
upon,52
after,51
but,51
sent,49
by,48
which,47
come,46
one,46
saying,46
Abner,45
against,45
So,44
lord,44
at,42
hath,42
into,42
took,42
do,41
hast,40
did,39
city,38
go,38
let,38
so,38
now,37
But,36
an,35
kings,35
sons,35
down,33
name,33
then,33
pass,32
us,32
The,31
are,31
brother,31
ye,31
Jerusalem,30
Judah,30
even,30
thine,30
Philistines,29
brought,29
children,29
answered,28
because,28
dead,28
may,28
their,28
therefore,27
woman,26
O,25
again,25
head,25
put,25
shalt,25
she,25
told,25
Jonathan,24
any,24
called,24
great,24
made,24
more,24
thing,24
three,24
Amnon,23
For,23
Hebron,23
Now,23
Uriah,23
we,23
Behold,22
away,22
good,22
ark,21
battle,21
behold,21
eat,21
forth,21
saw,21
slew,21
smote,21
would,21
yet,21
you,21
am,20
every,20
own,20
returned,19
say,19
should,19
two,19
what,19
Ahithophel,18
Davids,18
earth,18
if,18
no,18
place,18
pray,18
young,18
Ammon,17
Go,17
He,17
Syrians,17
bring,17
done,17
father,17
mine,17
thousand,17
years,17
Jordan,16
Thou,16
Ziba,16
died,16
enemies,16
himself,16
hundred,16
land,16
neither,16
set,16
sword,16
together,16
under,16
Abishai,15
Mephibosheth,15
Wherefore,15
child,15
face,15
fell,15
fled,15
heart,15
host,15
mighty,15
or,15
speak,15
take,15
whom,15
Let,14
Tamar,14
Zeruiah,14
anointed,14
arose,14
art,14
daughter,14
than,14
time,14
whose,14
wife,14
Nathan,13
Zadok,13
counsel,13
delivered,13
ground,13
make,13
peace,13
spake,13
stood,13
word,13
Asahel,12
Hushai,12
Ishbosheth,12
feet,12
gathered,12
hear,12
hold,12
left,12
sight,12
slain,12
tidings,12
until,12
very,12
while,12
who,12
Amasa,11
Benjamin,11
What,11
among,11
back,11
commanded,11
death,11
fathers,11
gate,11
gone,11
heard,11
how,11
lay,11
nor,11
passed,11
show,11
spear,11
these,11
things,11
through,11
thyself,11
words,11
Ahimaaz,10
As,10
Therefore,10
When,10
about,10
according,10
bread,10
ever,10
field,10
given,10
kindness,10
off,10
our,10
sister,10
strong,10
thus,10
way,10
well,10
wept,10
why,10
wilt,10
Abiathar,9
Araunah,9
How,9
Sauls,9
blood,9
captain,9
days,9
destroy,9
doth,9
evil,9
handmaid,9
hands,9
liveth,9
night,9
other,9
return,9
right,9
see,9
tell,9
twenty,9
voice,9
war,9
where,9
Bichri,8
Cushy,8
Hadadezer,8
Hittite,8
Is,8
Ittai,8
Joabs,8
Sheba,8
aside,8
been,8
between,8
born,8
buried,8
can,8
cast,8
die,8
eyes,8
fallen,8
fought,8
household,8
kingdom,8
lame,8
lest,8
lifted,8
meet,8
midst,8
offerings,8
save,8
seven,8
spoken,8
still,8
such,8
surely,8
themselves,8
wall,8
your,8
Barzillai,7
GOD,7
Michal,7
Shimei,7
Thus,7
Why,7
angel,7
arise,7
behind,7
blessed,7
bones,7
bowed,7
captains,7
cities,7
concerning,7
didst,7
drink,7
end,7
first,7
following,7
give,7
know,7
life,7
like,7
looked,7
meat,7
messengers,7
morning,7
much,7
number,7
reigned,7
saith,7
side,7
spread,7
taken,7
thirty,7
tribes,7
valiant,7
wherefore,7
Art,6
Gad,6
Geshur,6
Gibeon,6
Gibeonites,6
Gittite,6
If,6
It,6
Lord,6
Mahanaim,6
Ner,6
Thy,6
afraid,6
bare,6
became,6
bed,6
chief,6
concubines,6
daughters,6
depart,6
departed,6
dwelt,6
elders,6
fire,6
flee,6
followed,6
gold,6
hanged,6
high,6
hosts,6
husband,6
iniquity,6
inquired,6
knew,6
many,6
masters,6
might,6
mouth,6
near,6
none,6
old,6
priests,6
rest,6
rock,6
run,6
sat,6
silver,6
six,6
smitten,6
some,6
ten,6
trumpet,6
turn,6
water,6
wilderness,6
wives,6
