N-gram,Count,Book
he,664,42
him,483,42
they,344,42
them,294,42
said,288,42
shall,271,42
is,247,42
not,244,42
his,226,42
I,224,42
for,221,42
was,221,42
it,212,42
ye,175,42
when,161,42
you,158,42
all,151,42
were,130,42
thou,129,42
from,122,42
man,122,42
God,121,42
came,117,42
this,115,42
son,105,42
me,102,42
which,102,42
say,101,42
things,101,42
saying,99,42
are,98,42
have,98,42
one,97,42
thy,90,42
thee,89,42
Jesus,87,42
Lord,85,42
had,85,42
come,83,42
there,81,42
up,81,42
my,80,42
also,76,42
these,76,42
hath,74,42
will,71,42
who,69,42
her,67,42
at,66,42
their,66,42
went,62,42
pass,61,42
house,59,42
down,56,42
your,56,42
do,54,42
no,54,42
us,49,42
day,48,42
she,47,42
For,45,42
kingdom,45,42
men,45,42
upon,44,42
before,43,42
behold,42,42
Son,40,42
if,40,42
days,39,42
even,39,42
forth,38,42
great,38,42
called,37,42
certain,37,42
give,37,42
people,37,42
saw,37,42
against,36,42
away,36,42
spake,36,42
go,35,42
good,35,42
disciples,34,42
how,34,42
many,34,42
sent,34,42
city,33,42
heard,33,42
see,33,42
cast,32,42
himself,32,42
Jerusalem,31,42
John,31,42
because,31,42
heaven,31,42
over,31,42
Now,30,42
made,30,42
or,30,42
done,29,42
found,29,42
therefore,29,42
another,28,42
answered,28,42
other,28,42
shalt,28,42
He,27,42
more,27,42
multitude,27,42
two,27,42
way,27,42
would,27,42
am,26,42
father,26,42
may,26,42
should,26,42
eat,25,42
let,25,42
own,25,42
servant,25,42
so,25,42
than,25,42
cometh,24,42
entered,24,42
every,24,42
know,24,42
whom,24,42
did,23,42
our,23,42
took,23,42
Pharisees,22,42
hear,22,42
make,22,42
name,22,42
yet,22,42
asked,21,42
been,21,42
began,21,42
being,21,42
enter,21,42
together,21,42
while,21,42
again,20,42
art,20,42
first,20,42
having,20,42
mother,20,42
then,20,42
thine,20,42
word,20,42
Father,19,42
Peter,19,42
brought,19,42
chief,19,42
concerning,19,42
dead,19,42
gave,19,42
hand,19,42
might,19,42
much,19,42
nor,19,42
now,19,42
stood,19,42
among,18,42
feet,18,42
fell,18,42
peace,18,42
place,18,42
prophets,18,42
receive,18,42
sabbath,18,42
temple,18,42
those,18,42
Mary,17,42
Spirit,17,42
demons,17,42
given,17,42
must,17,42
parable,17,42
priests,17,42
returned,17,42
Thou,16,42
any,16,42
country,16,42
hour,16,42
little,16,42
multitudes,16,42
sight,16,42
time,16,42
whole,16,42
wife,16,42
written,16,42
If,15,42
Simon,15,42
There,15,42
This,15,42
answering,15,42
bring,15,42
child,15,42
healed,15,42
heart,15,42
here,15,42
life,15,42
power,15,42
sat,15,42
set,15,42
tell,15,42
woman,15,42
yourselves,15,42
Abraham,14,42
Blessed,14,42
Galilee,14,42
Holy,14,42
Teacher,14,42
angel,14,42
children,14,42
earth,14,42
evil,14,42
filled,14,42
find,14,42
fulfilled,14,42
laid,14,42
law,14,42
light,14,42
like,14,42
lord,14,42
neither,14,42
nigh,14,42
none,14,42
save,14,42
scribes,14,42
sit,14,42
through,14,42
very,14,42
years,14,42
Behold,13,42
authority,13,42
blessed,13,42
body,13,42
bread,13,42
delivered,13,42
fruit,13,42
glory,13,42
hands,13,42
left,13,42
put,13,42
ready,13,42
rich,13,42
same,13,42
sought,13,42
spirit,13,42
until,13,42
Christ,12,42
David,12,42
Herod,12,42
Israel,12,42
Pilate,12,42
coming,12,42
face,12,42
faith,12,42
generation,12,42
meat,12,42
midst,12,42
old,12,42
pray,12,42
prophet,12,42
saith,12,42
take,12,42
twelve,12,42
voice,12,42
Go,11,42
It,11,42
Why,11,42
Ye,11,42
ask,11,42
both,11,42
death,11,42
drink,11,42
fear,11,42
five,11,42
followed,11,42
immediately,11,42
led,11,42
love,11,42
named,11,42
others,11,42
sins,11,42
some,11,42
tree,11,42
within,11,42
words,11,42
worthy,11,42
Moses,10,42
Take,10,42
Woe,10,42
able,10,42
back,10,42
brethren,10,42
brother,10,42
departed,10,42
doth,10,42
drew,10,42
hast,10,42
joy,10,42
knew,10,42
mercy,10,42
nothing,10,42
round,10,42
sinners,10,42
sons,10,42
stand,10,42
stone,10,42
taken,10,42
ten,10,42
third,10,42
three,10,42
told,10,42
under,10,42
well,10,42
where,10,42
women,10,42
world,10,42
Judaea,9,42
Then,9,42
When,9,42
Zacharias,9,42
angels,9,42
bidden,9,42
could,9,42
eye,9,42
eyes,9,42
fathers,9,42
friends,9,42
full,9,42
going,9,42
hold,9,42
looking,9,42
manner,9,42
poor,9,42
received,9,42
right,9,42
rise,9,42
rose,9,42
seek,9,42
seen,9,42
servants,9,42
serve,9,42
side,9,42
speak,9,42
spoken,9,42
synagogue,9,42
teaching,9,42
themselves,9,42
thyself,9,42
till,9,42
whosoever,9,42
Elisabeth,8,42
Fear,8,42
James,8,42
Thy,8,42
Who,8,42
according,8,42
answer,8,42
arose,8,42
begin,8,42
blind,8,42
blood,8,42
cried,8,42
daughter,8,42
feast,8,42
fire,8,42
gone,8,42
greater,8,42
judge,8,42
known,8,42
land,8,42
likewise,8,42
lost,8,42
mouth,8,42
new,8,42
night,8,42
opened,8,42
righteous,8,42
seeing,8,42
send,8,42
seven,8,42
sign,8,42
synagogues,8,42
tomb,8,42
village,8,42
womb,8,42
Elijah,7,42
Every,7,42
Joseph,7,42
alone,7,42
baptized,7,42
bear,7,42
became,7,42
call,7,42
cannot,7,42
commanded,7,42
demon,7,42
depart,7,42
didst,7,42
ears,7,42
enemies,7,42
field,7,42
follow,7,42
forgive,7,42
forgiven,7,42
goods,7,42
haply,7,42
hearts,7,42
hid,7,42
kill,7,42
killed,7,42
living,7,42
long,7,42
looked,7,42
loud,7,42
marvelled,7,42
mine,7,42
need,7,42
only,7,42
perish,7,42
presence,7,42
rebuked,7,42
release,7,42
sitting,7,42
suffer,7,42
taketh,7,42
tidings,7,42
vineyard,7,42
water,7,42
whose,7,42
widow,7,42
wine,7,42
wisdom,7,42
without,7,42
How,6,42
Judas,6,42
Master,6,42
Nazareth,6,42
O,6,42
Or,6,42
Which,6,42
afar,6,42
afraid,6,42
apostles,6,42
appeared,6,42
believe,6,42
bid,6,42
can,6,42
cities,6,42
darkness,6,42
divided,6,42
each,6,42
faithful,6,42
gathered,6,42
grew,6,42
ground,6,42
head,6,42
heal,6,42
holy,6,42
leave,6,42
lest,6,42
lifted,6,42
lose,6,42
near,6,42
never,6,42
parents,6,42
passover,6,42
perceived,6,42
preaching,6,42
publicans,6,42
putteth,6,42
rest,6,42
risen,6,42
season,6,42
seed,6,42
sinner,6,42
spirits,6,42
steward,6,42
straightway,6,42
thank,6,42
touched,6,42
treasure,6,42
truth,6,42
turn,6,42
turned,6,42
unclean,6,42
walk,6,42
whether,6,42
why,6,42
wise,6,42
yea,6,42
Art,5,42
Caesar,5,42
Do,5,42
Even,5,42
Gentiles,5,42
High,5,42
Lo,5,42
Make,5,42
Man,5,42
Most,5,42
No,5,42
Pharisee,5,42
Satan,5,42
They,5,42
Verily,5,42
Where,5,42
anxious,5,42
ate,5,42
beat,5,42
beheld,5,42
besought,5,42
book,5,42
