22001001,22,1,1,"The song of Songs, which is Solomon's."
22001002,22,1,2,Let him give me the kisses of his mouth: for his love is better than wine.
22001003,22,1,3,Sweet is the smell of your perfumes; your name is as perfume running out; so the young girls give you their love.
22001004,22,1,4,"Take me to you, and we will go after you: the king has taken me into his house. We will be glad and full of joy in you, we will give more thought to your love than to wine: rightly are they your lovers."
22001005,22,1,5,"I am dark, but fair of form, O daughters of Jerusalem, as the tents of Kedar, as the curtains of Solomon."
22001006,22,1,6,"Let not your eyes be turned on me, because I am dark, because I was looked on by the sun; my mother's children were angry with me; they made me the keeper of the vine-gardens; but my vine-garden I have not kept."
22001007,22,1,7,"Say, O love of my soul, where you give food to your flock, and where you make them take their rest in the heat of the day; why have I to be as one wandering by the flocks of your friends?"
22001008,22,1,8,"If you have not knowledge, O most beautiful among women, go on your way in the footsteps of the flock, and give your young goats food by the tents of the keepers."
22001009,22,1,9,"I have made a comparison of you, O my love, to a horse in Pharaoh's carriages."
22001010,22,1,10,"Your face is a delight with rings of hair, your neck with chains of jewels."
22001011,22,1,11,We will make you chains of gold with ornaments of silver.
22001012,22,1,12,"While the king is seated at his table, my spices send out their perfume."
22001013,22,1,13,"As a bag of myrrh is my well-loved one to me, when he is at rest all night between my breasts."
22001014,22,1,14,My love is to me as a branch of the cypress-tree in the vine-gardens of En-gedi.
22001015,22,1,15,"See, you are fair, my love, you are fair; you have the eyes of a dove."
22001016,22,1,16,"See, you are fair, my loved one, and a pleasure; our bed is green."
22001017,22,1,17,Cedar-trees are the pillars of our house; and our boards are made of fir-trees.
22002001,22,2,1,"I am a rose of Sharon, a flower of the valleys."
22002002,22,2,2,"As the lily-flower among the thorns of the waste, so is my love among the daughters."
22002003,22,2,3,"As the apple-tree among the trees of the wood, so is my loved one among the sons. I took my rest under his shade with great delight, and his fruit was sweet to my taste."
22002004,22,2,4,"He took me to the house of wine, and his flag over me was love."
22002005,22,2,5,"Make me strong with wine-cakes, let me be comforted with apples; I am overcome with love."
22002006,22,2,6,"His left hand is under my head, and his right hand is round about me."
22002007,22,2,7,"I say to you, O daughters of Jerusalem, by the roes of the field, do not let love be moved till it is ready."
22002008,22,2,8,"The voice of my loved one! See, he comes dancing on the mountains, stepping quickly on the hills."
22002009,22,2,9,"My loved one is like a roe; see, he is on the other side of our wall, he is looking in at the windows, letting himself be seen through the spaces."
22002010,22,2,10,"My loved one said to me, Get up, my love, my fair one, and come away."
22002011,22,2,11,"For, see, the winter is past, the rain is over and gone;"
22002012,22,2,12,"The flowers are come on the earth; the time of cutting the vines is come, and the voice of the dove is sounding in our land;"
22002013,22,2,13,"The fig-tree puts out her green fruit and the vines with their young fruit give a good smell. Get up from your bed, my beautiful one, and come away."
22002014,22,2,14,"O my dove, you are in the holes of the mountain sides, in the cracks of the high hills; let me see your face, let your voice come to my ears; for sweet is your voice, and your face is fair."
