N-gram,Count,Book
he became king and he was ruling,13,14
old when he became king and he,13,14
when he became king and he was,13,14
years old when he became king and,13,14
his son became king in his place,12,14
the Lord the God of their fathers,12,14
went to rest with his fathers and,10,14
right in the eyes of the Lord,9,14
Now the rest of the acts of,8,14
and he was ruling in Jerusalem for,8,14
became king and he was ruling in,8,14
evil in the eyes of the Lord,8,14
in the book of the kings of,8,14
king and he was ruling in Jerusalem,8,14
to the Lord the God of Israel,8,14
was right in the eyes of the,8,14
did evil in the eyes of the,7,14
into the earth in the town of,7,14
the earth in the town of David,7,14
what was right in the eyes of,7,14
did what was right in the eyes,6,14
in the eyes of the Lord as,6,14
recorded in the book of the kings,6,14
rest with his fathers and they put,6,14
to rest with his fathers and they,6,14
and they put his body into the,5,14
are recorded in the book of the,5,14
became king and he was ruling for,5,14
became king he was ruling in Jerusalem,5,14
he became king he was ruling in,5,14
his fathers and they put his body,5,14
king he was ruling in Jerusalem for,5,14
old when he became king he was,5,14
put his body into the earth in,5,14
they put his body into the earth,5,14
when he became king he was ruling,5,14
with his fathers and they put his,5,14
years old when he became king he,5,14
