N-gram,Count,Book
and purple and scarlet and fine twined linen,10,2
blue and purple and scarlet and fine twined,10,2
may minister unto me in the priests office,7,2
of blue and purple and scarlet and fine,7,2
the door of the tabernacle of the congregation,7,2
a knop under two branches of the same,6,2
all the congregation of the children of Israel,6,2
my people go that they may serve me,6,2
the hooks of the pillars and their fillets,6,2
Let my people go that they may serve,5,2
thereof and a cubit and a half the,5,2
